article_id,ApproximateTitle,major_issue,study_type,preregistered,synthesised,other_data,analysis,robust_check,materials,replication,coi,materials_location,materials_access,prereg_location,prereg_access,prereg_aspects,analysis_location,analysis_access,other_data_location,other_data_access,other_data_type,synth_docu,synth_location,synth_access,year,coder1,coder2,isOA
131,"Iron status in mid-pregnancy and associations with interpregnancy interval, hormonal contraceptives, dietary factors and supplement use.",no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Julien,NA,Yes
134,Pregnancy exposure to common-detect organophosphate esters and phthalates and maternal thyroid function.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Julien,NA,Yes
137,"Prenatal maternal stress, child internalizing and externalizing symptoms, and the moderating role of parenting: Findings from the norwegian mother, father, and child cohort study.",no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,Julien,NA,Yes
151,Associations between maternal depressive symptoms and risk for offspring early-life psychopathology: the role of genetic and non-genetic mechanisms.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Julien,NA,Yes
159,Age of walking and intellectual ability in autism spectrum disorder and other neurodevelopmental disorders: a population-based study.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Julien,NA,Yes
169,"Integrative genetic, genomic and transcriptomic analysis of heat shock protein and nuclear hormone receptor gene associations with spontaneous preterm birth.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Julien,NA,Yes
179,"Association of sweetened carbonated beverage consumption during pregnancy and ADHD symptoms in the offspring. A study from the Norwegian, Mother, Father and Child Cohort Study (MoBa).",no issues,Secondary analysis of MoBa data,No,No,no,upon request,no,no,no,statement says yes,NA,NA,NA,NA,NA,Upon request from the authors,No,NA,NA,NA,NA,NA,NA,2022,Julien,NA,Yes
185,"Early-life environmental exposure determinants of child behavior in Europe: A longitudinal, population-based study.",no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Julien,NA,Yes
198,Genetic liability to schizophrenia is associated with exposure to traumatic events in childhood.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Julien,NA,Yes
209,ENIGMA-CNV and Other Initiatives to Understand the Impact of Rare Copy Number Variants on Brain Structure and Other Measures.,not a full article,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Julien,NA,No
211,Prediction of type 1 diabetes at birth: cord blood metabolites versus genetic risk score in the MoBa cohort.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Julien,NA,Yes
212,Effect of Maternal Prepregnancy/Early-Pregnancy Body Mass Index and Pregnancy Smoking and Alcohol on Congenital Heart Diseases: A Parental Negative Control Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Julien,NA,Yes
234,Parvovirus B19 DNAemia in pregnant women in relation to perinatal death: A nested case-control study within a large population-based pregnancy cohort.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Julien,NA,Yes
237,Intake of dairy protein during pregnancy in IBD and risk of SGA in a Norwegian population-based mother and child cohort.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Julien,NA,Yes
241,Inadequate iodine intake is associated with subfecundity in mild-to-moderately iodine deficient Norwegian women.,not a full article,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Julien,NA,Yes
247,Childhood abuse and unplanned pregnancies: a cross-sectional study of women in the Norwegian Mother and Child Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Julien,NA,No
253,Cannabis use during pregnancy and risk of adverse birth outcomes: A longitudinal cohort study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Julien,NA,Yes
262,Vitamin B12 concentrations in milk from Norwegian women during the six first months of lactation.,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Julien,NA,Yes
278,Epigenome-wide meta-analysis of blood DNA methylation in newborns and children identifies numerous loci related to gestational age.,no issues,Data synthesis - Meta-analysis.,No,No,no,no,sensitivity,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Julien,NA,Yes
290,In utero exposure to analgesic opioids and language development in 5-year old children.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Julien,NA,Yes
294,The cure model in perinatal epidemiology.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Julien,NA,Yes
306,Mental health and psychosocial characteristics of breast augmentation patients.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Julien,NA,Yes
314,"Impact of maternal perinatal anxiety on social-emotional development of 2-year-olds, a prospective study of norwegian mothers and their offspring.",other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Julien,NA,Yes
329,Prenatal and Childhood Traffic-Related Air Pollution Exposure and Telomere Length in European Children: The HELIX Project.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Julien,NA,Yes
330,Paternal antidepressant use as a negative control for maternal use: assessing familial confounding on gestational length and anxiety traits in offspring.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Julien,NA,Yes
335,Personal assessment of the external exposome during pregnancy and childhood in Europe.,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Julien,NA,No
337,When Life Happens: Investigating Short and Long-Term Effects of Life Stressors on Life Satisfaction in a Large Sample of Norwegian Mothers.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Julien,NA,Yes
340,"Associations between maternal dietary patterns and infant birth weight, small and large for gestational age in the Norwegian Mother and Child Cohort Study.",no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Julien,NA,Yes
962,Mothers' negative affectivity during pregnancy and food choices for their infants.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,Agata,NA,Yes
347,Does prenatal stress amplify effects of postnatal maternal depressive and anxiety symptoms on child problem behavior?,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Julien,NA,Yes
362,Association of Gestational Weight Gain With Adverse Maternal and Infant Outcomes.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Julien,NA,Yes
363,Variants in the fetal genome near pro-inflammatory cytokine genes on 2q13 associate with gestational duration.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Julien,NA,Yes
865,Maternal sugar consumption and risk of preeclampsia in nulliparous Norwegian women.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Agata,NA,Yes
379,Early life tobacco exposure and children’s telomere length: the HELIX Project.,no issues,Unclear,NA,NA,NA,NA,NA,NA,NA,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Agata,NA,Yes
104,"Genetics of early-life head circumference and genetic correlations with neurological, psychiatric and cognitive outcomes.",no issues,Unclear,NA,NA,NA,NA,NA,NA,NA,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Agata,NA,Yes
872,Parent-Offspring Body Mass Index Associations in the Norwegian Mother and Child Cohort Study: A Family-based Approach to Studying the Role of the Intrauterine Environment in Childhood Adiposity.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Agata,NA,Yes
730,MoBa and the International Childhood Cancer Cohort Consortium (14C).,no issues,no empirical data,NA,NA,NA,NA,NA,NA,NA,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Agata,NA,Yes
572,Incidence and Prevalence of Childhood Epilepsy: A Nationwide Cohort Study.,no issues,Unclear,NA,NA,NA,NA,NA,NA,NA,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,Agata,NA,Yes
814,Dietary exposure to dioxins and PCBs in a large cohort of pregnant women: Results from the Norwegian Mother and Child Cohort Study (MoBa).,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,Agata,NA,Yes
875,Associations between maternal stress and smoking: findings from a population-based prospective cohort study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Agata,NA,Yes
612,Changes in white matter microstructure in the developing brain—A longitudinal diffusion tensor imaging study of children from 4 to 11years of age.,no issues,Unclear,NA,NA,NA,NA,NA,NA,NA,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Agata,NA,Yes
255,Maternal Perinatal and Concurrent Anxiety and Mental Health Problems in Early Childhood: A Sibling-Comparison Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Agata,NA,Yes
867,"In utero exposure to maternal tobacco smoke and subsequent obesity, hypertension, and gestational diabetes among women in the MoBa cohort.",no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Agata,NA,Yes
364,Is the association between maternal alcohol consumption in pregnancy and pre-school child behavior and emotional problems causal? Multiple approaches for controlling unmeasured confounding.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Julien,NA,Yes
367,Analyzing Missing Data in Perinatal Pharmacoepidemiology Research: Methodological Considerations to Limit the Risk of Bias.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Julien,NA,Yes
387,Is there any association between abdominal strength training before and during pregnancy and delivery outcome? The Norwegian Mother and Child Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Julien,NA,Yes
397,Sensitivity and specificity of early screening for autism.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Julien,NA,Yes
405,A longitudinal study of road traffic noise and body mass index trajectories from birth to 8 years.,no issues,Secondary analysis of MoBa data,No,No,no,upon request,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,Upon request from the authors,No,NA,NA,NA,NA,NA,NA,2018,Julien,NA,Yes
406,Reduced hippocampal subfield volumes and memory function in school-aged children born preterm with very low birthweight (VLBW).,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Julien,NA,Yes
417,Maternal and congenital cytomegalovirus infections in a population-based pregnancy cohort study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Julien,NA,No
423,Association of Folic Acid Supplementation During Pregnancy With the Risk of Autistic Traits in Children Exposed to Antiepileptic Drugs In Utero.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Julien,NA,Yes
435,Maternal prenatal depressive symptoms and risk for early-life psychopathology in offspring: genetic analyses in the Norwegian Mother and Child Birth Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Julien,NA,Yes
452,Prenatal exposure to dental amalgam and risk of symptoms of attention-deficit and hyperactivity disorder (ADHD).,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Julien,NA,Yes
457,Parental Smoking and Risk of Childhood-onset Type 1 Diabetes.,no issues,Secondary analysis of MoBa data,No,No,no,upon request,no,no,no,statement says no,NA,NA,NA,NA,NA,Upon request from the authors,No,NA,NA,NA,NA,NA,NA,2018,Julien,NA,Yes
461,Clinical features of children with autism who passed 18-month screening.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Julien,NA,Yes
469,Oral contraceptive use as a determinant of plasma concentrations of perfluoroalkyl substances among women in the Norwegian Mother and Child Cohort (MoBa) study.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Julien,NA,Yes
470,"Gestational weight gain charts for different body mass index groups for women in Europe, North America, and Oceania.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Julien,NA,Yes
472,Menstrual cycle characteristics as determinants of plasma concentrations of perfluoroalkyl substances (PFASs) in the Norwegian Mother and Child Cohort (MoBa study).,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Julien,NA,Yes
473,Adherence to the New Nordic Diet during pregnancy and subsequent maternal weight development: A study conducted in the Norwegian Mother and Child Cohort Study (MoBa).,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Julien,NA,Yes
480,"Prenatal mercury exposure, maternal seafood consumption and associations with child language at five years.",no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,Julien,NA,No
497,Hyperemesis gravidarum and the risk of emotional distress during and after pregnancy.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,Julien,NA,Yes
498,"Effect of time-dependent selective serotonin reuptake inhibitor antidepressants during pregnancy on behavioral, emotional, and social development in preschool-aged children.",no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Julien,NA,Yes
503,Prenatal exposure to acetaminophen and risk of adhd.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,Julien,NA,Yes
526,"Perceptual interference processing in preschool children, with and without prenatal exposure to selective serotonin reuptake inhibitors.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,Julien,NA,No
533,Risk of preeclampsia after gestational exposure to selective serotonin reuptake inhibitors and other antidepressants: A study from The Norwegian Mother and Child Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,Julien,NA,Yes
537,Maternal Immunoreactivity to Herpes Simplex Virus 2 and Risk of Autism Spectrum Disorder in Male Offspring.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,Julien,NA,Yes
539,"Maternal and neonatal vitamin D status, genotype and childhood celiac disease.",no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,Supplementary materials hosted by the journal,No,NA,NA,NA,NA,NA,NA,2017,Julien,NA,Yes
545,Fourteen sequence variants that associate with multiple sclerosis discovered by meta-analysis informed by genetic correlations.,no issues,Data synthesis - Meta-analysis.,No,No,no,no,no,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,Julien,NA,Yes
550,Genetic and Environmental Structure of DSM-IV Criteria for Antisocial Personality Disorder: A Twin Study.,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Julien,NA,Yes
553,Trajectories of sleep problems from childhood to adolescence: a population-based longitudinal study from Norway.,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Julien,NA,Yes
558,Fish and seafood consumption during pregnancy and the risk of asthma and allergic rhinitis in childhood: a pooled analysis of 18 European and US birth cohorts.,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Julien,NA,Yes
564,Interaction between smoking and body mass index and risk of oral clefts.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,Julien,NA,Yes
568,Maternal Symptoms of Anxiety and Depression and Child Nocturnal Awakenings at 6 and 18Months.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,Julien,NA,Yes
587,Organic food consumption during pregnancy and hypospadias and cryptorchidism at birth: The Norwegian mother and child cohort study (MoBa).,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Julien,NA,Yes
588,A genome-wide association meta-analysis of diarrhoeal disease in young children identifies FUT2 locus and provides plausible biological pathways.,no issues,Data synthesis - Meta-analysis.,No,No,no,no,no,no,unclear,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Julien,NA,Yes
591,"Determinants of plasma PCB, brominated flame retardants, and organochlorine pesticides in pregnant women and 3 year old children in The Norwegian Mother and Child Cohort Study.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Julien,NA,No
599,Fetal sex-specific differences in gestational age at delivery in pre-eclampsia: a meta-analysis.,no issues,Data synthesis - Meta-analysis.,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,Julien,NA,Yes
616,Prenatal exposure to dental amalgam and pregnancy outcome.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Julien,NA,No
617,Pre-eclampsia and childhood asthma.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Julien,NA,Yes
619,Maternal plasma total neopterin and kynurenine/tryptophan levels during pregnancy in relation to asthma development in the offspring.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Julien,NA,Yes
620,Cohort Profile Update: The Norwegian Mother and Child Cohort Study (MoBa).,other,no empirical data,NA,NA,NA,NA,NA,NA,NA,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Julien,NA,Yes
655,Comparison of blood RNA isolation methods from samples stabilized in Tempus tubes and stored at a large human biobank.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Julien,NA,Yes
665,Refined phenotyping identifies links between preeclampsia and related diseases in a norwegian preeclampsia family cohort.,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Julien,NA,Yes
685,"Epilepsy and eating disorders during pregnancy: Prevalence, complications and birth outcome.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,Julien,NA,Yes
686,Tracking of body size from birth to 7 years of age and factors associated with maintenance of a high body size from birth to 7 years of age - the Norwegian Mother and Child Cohort study (MoBa).,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Julien,NA,Yes
691,Infant Growth and Risk of Childhood-Onset Type 1 Diabetes in Children From 2 Scandinavian Birth Cohorts.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,Julien,NA,Yes
694,Predictors of Postpartum Change in Alcohol Use in Norwegian Mothers.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,Julien,NA,Yes
695,The impact of maternal smoking during pregnancy on depressive and anxiety behaviors in children: the Norwegian Mother and Child Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,Julien,NA,Yes
701,Reliability of perfluoroalkyl substances in plasma of 100 women in two consecutive pregnancies.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,Julien,NA,Yes
715,Recreational Exercise Before and During Pregnancy in Relation to Plasma C-Reactive Protein Concentrations in Pregnant Women.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,Julien,NA,Yes
716,Psychosocial factors associated with bulimia nervosa during pregnancy: An internal validation study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Julien,NA,Yes
723,Breastfeeding and pelvic girdle pain: a follow-up study of 10 603 women 18 months after delivery.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,Julien,NA,No
725,Breast-feeding in relation to weight retention up to 36 months postpartum in the Norwegian Mother and Child Cohort Study: modification by socio-economic status?,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,Julien,NA,Yes
726,"Diet matters, particularly in pregnancy : results from MoBa studies of maternal diet and pregnancy outcomes.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Julien,NA,Yes
737,Employment Trends During Preschool Years Among Mothers of Term Singletons Born with Low Birth Weight.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Julien,NA,Yes
744,Trajectories and Predictors of Nocturnal Awakenings and Sleep Duration in Infants.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Julien,NA,No
752,Antenatal Maternal Emotional Distress and Duration of Pregnancy.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Julien,NA,Yes
768,Continuity in features of anxiety and attention deficit/hyperactivity disorder in young preschool children.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Julien,NA,Yes
773,The relationship satisfaction scale - Psychometric properties.,no issues,Unclear,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Julien,NA,Yes
785,Association Between Maternal Iron Supplementation During Pregnancy and Risk of Celiac Disease in Children.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Julien,NA,Yes
793,Prenatal mercury exposure and infant birth weight in the Norwegian Mother and Child Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,Julien,NA,Yes
